product_id,price,retail_price,rating,title,title_orig,product_color,countries_shipped_to,additional_information,origin_country_id
5c0a0eab7721f07320bdacd0,22.0,19,3.66,Nouvelle Mode Femmes Couleur Unie Causal Dialy Demin Barboteuse Salopette Combinaison Demin Pantalon Demin Bleu Grande Taille S-3XL,New Fashion Women Solid Color Causal Dialy Demin Romper Overalls Jumpsuit Demin Pants Demin Blue Large Size S-3XL,denimblue,38,"Blues,Plus Size,pants,Women jeans,denimromper,Rompers,Women's Fashion,Fashion,womenoverall,Denim pants,jumpsuit,Casual,Women",2
576ba1eb7f3351084cd0b578,13.0,252,3.91,Aowofs Salopette d'été en coton pour homme Camouflage d'été Shorts amples,Aowofs Men's Summer Cotton Overalls Summer Camouflage Loose Shorts,black,35,"Summer,Shorts,pants,camouflagepant,Men,Overalls,foreign trade,the new,camouflage,Pure Cotton,trousers,t,easy,fullmark,Cotton",2
58d3459c7379b159c406b360,12.0,11,4.15,Mini robe asymétrique sans manches à lacets 7 couleurs avec col en O imprimé floral pour femme (S-5XL),7 Colors Sleeveless Lace Up O-neck Floral Printed Women's Asymmetric Mini Dress (S-5XL),yellow,36,"Plus Size,Floral print,Lace,asymmetric,Dress,beach dress,Mini dress,Cotton Dress,Women's Fashion,Lace Up,printed,sleeveless,Floral,sexy,Beach",2
5af8fc1aa708c4241d0cf8a3,6.0,6,3.74,Maillot de bain Bikini Set Rembourré Bandage Bra Soutien-gorge Push-up Suit Maillot de bain Femme,Swimwear Bathing Bikini Set Padded Bandage Bra Push-up Suit Swimsuit Women,white,43,"Bikini,Fashion,womenbikiniset,bikini set,pushupsuit,women swimsuit,New arrival,Swimwear,Swimsuit,padded,women swimwear,Bras,Suits,women bathing suit,Women,Women's Fashion,Padded Bra,Swimming",2
5b0bbe32c1082f71c9ad9209,5.87,5,3.98,2018 Femmes Été décontracté Couleur unie Décontractée Sans manches Robe de plage Débardeur de plage Top A-line Pocket Pocket Robe Sexy Col V profond Short Club Party Mini Halter Robe Midi Robe Ete Femme Genou Longueur Jupes plissées Jupes Femmes Mode Swing Coton Robe T-Shirt Grande taille S-6XL,2018 Women Summer Casual Solid Color Loose Sleeveless Beach Tank Top A-line Pocket Dress Sexy Deep V-neck Short Club Party Mini Halter Midi Dresses Robe Ete Femme Knee Length Pleated Skirts Ladies Fashion Swing Cotton T-Shirt Dress Plus Size S-6XL,red,18,"Mini,Fashion,halter dress,Summer,plus size dress,Pleated,V Neckdress,beach dress,Party Dress,sexy,Skirts,Casual,Cotton,Deep V-Neck,party,Ladies Fashion,Tops,summer dress,Ladies,women dress,Robes,Women,Beach,Plus Size,Halter,Dress,V-neck,Pocket,Women's Fashion,sleeveless,knee,casual dress,Shorts,Tank,T Shirts,sleevelessdresse,loose dress",2
5b31e341ec739662f2bd71ab,8.0,7,3.9,COMENII Femmes d'été Décontractées Col rond Fleuri Imprimé sans manches Débardeur de plage Top de plage sans manches Robes de fête A-line Robes de poche Sexy Short Club Party Mini Halter Robe Midi Robe Ete Femme Jupes Plissées Longueur Genoux Jupes Dames Mode Swing Cotton Robe T-Shirt Taille Plus S-6XL,COMENII Summer Women Casual Round Neck Floral Printed Loose Sleeveless Beach Tank Top Holiday A-line Pocket Dresses Sexy Short Club Party Mini Halter Midi Dresses Robe Ete Femme Knee Length Pleated Skirts Ladies Fashion Swing Cotton T-Shirt Dress Plus Size S-6XL,white,18,"Summer,Fashion,Mini,plus size dress,Pleated,tank top,beach dress,Party Dress,Elegant Dress,summer dresses,Skirts,Casual,Cotton,short dress,Tops,Round neck,Sleeveless dress,Ladies,sleeveless,Robes,Holiday,Beach,Plus Size,Halter,Dress,Floral dress,Mini dress,Pocket,Women's Fashion,printed,party,Floral,knee,casual dress,sexy,Shorts,Tank,Necks,T Shirts,Women,Ladies Fashion",2
5a618aff64621a6a2122adb6,8.0,7,4.17,2018 Femmes d'été 2018 Femmes Print Top Fashion Femmes Casual Army Camo Camouflage Tank Top Débardeur sans manches col en O T-Shirts Plus Size S-XXXXXXXL,2018 Summer Women Print Top Fashion Women Casual Army Camo Camouflage Tank Top Sleeveless O-neck Slim T-Shirts Plus Size S-XXXXXL,armygreen,41,"Women Vest,Fashion,Summer,topsamptshirt,tank top,Cool T-Shirts,Women's Fashion,sleeveless tops,Sport Tops,slim,summer tops,Women,Tank,Army,T Shirts,camouflage,Casual,t,Print,Casual Tops,o-neck,sleeveless",2
5d088a1afc092c6d6e8c9daf,7.0,6,4.22,Nouveau mode femmes d'été hauts sans manches bretelles spaghetti décontracté imprimé coton débardeurs,New Women's Fashion Summer Tops Sleeveless Spaghetti Straps Casual Printed Cotton Tank Tops,lightgreen,36,"Summer,Fashion,Tank,Tops,Spaghetti Strap,tank top,strap,Women's Fashion,printed,sleeveless,Cotton,Spaghetti,Casual,Women",2
59cc60cb86ac5b2f32a92b8a,9.0,36,4.09,2018 Summer New Women Jupes Longues Jupes Solides Sexy Split Jupes Crayon Sexy 2018,2018 Summer New Women Long Skirts Solid Sexy Split Pencil Skirts,black,42,"Summer,long skirt,pencil skirt,Fashion Skirts,long dress,Dress,pencil,Women Skirts,Women's Fashion,splits,sexy,Skirts,Women",2
5c061cf358603c4b35a19363,5.78,8,4.0,Femmes 2019 Mode Bandage de mode 2019 Maillot de bainSuits Colorblock Bikini Ensembles Maillots de bain,Women's 2019 Fashion Bandage SwimSuits Colorblock Bikini Sets Beachwear,pink,29,"bathing suit,two piece swimsuit,bikini set,Swimwear,Swimsuit,Bikini,bandage bikini,Push up bikini,Beach",2
5b22ee2dcf612a12962a84f6,5.66,5,4.14,Femmes d'été Sexy Couleur unie col en O sans manches Chemisier ample en coton plissé Chemisier grande taille T Chemise mode casual Débardeurs décontractés Débardeurs S-6XL,Summer Women Sexy Solid Color O-neck Sleeveless Tops Loose Pleated Cotton Blouse Plus Size T Shirt Fashion Casual Tank Tops S-6XL,purple,29,"blouse,Summer,o-neck,Tops & Blouses,Shirt,Tank,Pleated,Tops,tank top,Women's Fashion,Plus Size,sleeveless tops,Women,sexy,loose t-shirt,women top,Fashion,Casual,sleeveless,Cotton",2
5ccd4623195cfe61a169cafd,3.65,4,3.93,20/10pcs Femme Cheville Invisible Sans Montrer Antidérapant Mocassins Bateau Doublure Coton Chaussettes Confortables Chaussettes Confortables Chaussettes Femmes Chaussures Accessoires (Taille d'Application : 33-43),20/10pcs Women Ankle Invisible No Show Nonslip Loafer Boat Liner Cotton Socks Comfortable Socks Women Shoes Accessories  (Application Size: 33-43),khaki,81,"socksamptight,non-slip,noshowamplinersock,ankleinvisiblesock,thinsock,Socks,Ankle,low cut,Summer Fashion,Women's Fashion,Shoes,clothingampaccessorie,socksamphosiery,Women,Cotton",2
592fc0ee8f7b083a09f0f64f,5.71,84,3.9,Nouveau Maillot de bain Femme Bandage Bikini Ensemble bikini Soutien-gorge rembourré Push-up Maillot de bain Maillot de bain,New Women Swimwear Bandage Bikini Set Push-up Padded Bra Bathing Suit Swimsuit,blue,47,"bikini2017,bathing suit,swimsuit model,SwimwearWomen,Plus Size Swimwear,Swimwear,Swimsuit,padded,Bikini,Fashion,swimwearwomen2017,Suits,Women's Fashion,Swimming,bathing suit women,Bras,Women",2
58e0f38f9bf29f55183efd0d,8.0,84,3.96,Maillots de bain Femmes Triangle Bikini Set Bandage Push-Up Maillot de bain Baignade Beachwear,NewWomen's Push-Up Triangle Bikini Swimsuit Set,Unknown,125,"Fashion,Triangles,Swimming,sexy bikini,beach wear,Swimsuit,Swimwear,Bikini,bandage bikini,women bathing suit,Push up bikini,Women's Fashion,bandage monokini",2
56f640b461d6cf68cb5c5d83,8.0,7,3.41,Femmes deux pièces ensemble imprimé vague rayé hauts sans manches + jupes courtes excellent,Women Two Piece Set Print Wave Striped Sleeveless Tops+Short Skirts Excellent,Unknown,40,"chiffon dress,strapdres,Dress,summer dress,backless dress,waveprintdres,Sleeveless dress,mini skirt,Print,women dress,Striped,sexy skirt",6
5947718c4600c76e72246e75,5.0,5,4.19,Femmes Sexy Bretelle de poitrine Sling Vest Summer Style Top Soft and Comfotable Fitness Tops Maillots de bain Push Up Swim Top de bain,Women Sexy Chest Strap Sling Vest Summer Style Top Soft and Comfotable Fitness Tops Swimwear Push Up Swim Top,black,38,"sexyandbeautifulstyle,Fitness,Fashion,Summer,Tops,cheststrapvest,charmingdres,tank top,Swimwear,slimvest,Women's Fashion,fitness top,swimsuits for women,Dress,sexy,pushupswimtop,sexysummerdres,Women",2
5942193c9b78fd772abfc706,13.0,11,4.06,Slit Bohemia Maxi Longue Robe Femme Imprimée Rose Boho Beach Shorts Soirée Party,Slit Bohemia Maxi Long Dress Womens Printed Rose Boho Beach Shorts Party Evening,navyblue,43,"bohemia,Shorts,Deep V-neck Dress,long dress,Rose,Dress,boho,highsplitdre,Women's Fashion,flowerprinteddre,printed,party,Maxi Dresses,Beach,Casual",2
5b0cb6869019fa04b1e83f3f,11.0,10,4.32, Summer Students Style Bodycon Rompers Rompers Femmes Combinaison cintrée cintrée Combinaison zippée poitrine contrastée Couleur contrastée Manches courtes Manches courtes Col en V Short Body, Summer Students Style Bodycon Rompers Womens Slim Fit Jumpsuit Chest Zipper Contrast Color Short Sleeve V-neck Shorts Bodysuit,black,39,"sleeve v-neck,Summer,Shorts,Sleeve,zippers,studentsstyle,slim,short sleeves,V-neck,bodycon,Summer Fashion,contrastcolor,Body Suit,women Jumpsuit,jumpsuit,Slim Fit",2
57d25f8877ba9b045e02cd12,11.0,37,3.42,Femmes robe d'été sexy Boho Maxi longue robe de soirée robe de plage robe d'été MEL,Black and White Boho Maxi Long Dress,black,39,"Summer,slim dress,sundress,long dress,fashion dress,Dress,summer dress,beach dress,longmaxiskirt,boho,Party Dress,boho dress,party,sexy,women dress,Beach,Women's Fashion,geometricpattern,evening party dress,Women",2
55ac4e9fc21d2e406f4b90b7,5.88,9,4.07,Printemps et été dans le nouveau sud bordeaux coréen jupette marine foncée robe anti soleil avec une doublure jupe duveteuse jupe femme jupe plissée jupe à plis sexy,Spring and summer in the New South burgundy Korean dark navy skirt anti sun dress with a lining fluffy skirt female skirt pleated skirt sexy,ivory,55,"Summer,sundress,Spring,fluffy,Dark,Women's Fashion,newskirt,burgundy,Navy,sexy,Pleated Skirt,fluffyshortskirt,Skirts,womanskirt,fluffydres,plussizeskirt,springskirt,fluffyskirt,Korean,darknavyskirt,burgundyskirt,Dress,Pleated",2
5d3009fcff0f8e20ef73d344,2.65,3,3.4,Femmes Salopette D'été Bavoir Pantalon Shorts Casual Lâche Sans Manches Barboteuses Salopette Bretelles Salopette XS-XXXL,Womens Jumpsuit Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls XS-XXXL,orange,31,"Summer,Shorts,pants,Loose,Overalls,black,sleeveless,Casual,jumpsuit",2
54ab85ff509baf3e966f7f2a,19.0,105,4.4,Été volant pare-soleil anneau de bain voiture gonflable bébé flotteur siège bateau piscine outils accessoires pour enfants jouets,Summer Steering Wheel Sunshade Swim Ring Car Inflatable Baby Float Seat Boat Pool Tools Accessories For Kids Toys,purple,57,"Summer,Fun,Jewelry,Gifts,pool,babyswimfloatboat,swimring,poolaccessorie,floatboat,Green,swimminglap,Baby,Ring,Seats,floatseat,Boat",2
597adab2ab03f4429e23d778,8.0,75,4.39,FUERFITS - Women's Casual Beach - Summer Sleeveless - Robe d'été à bretelles réglables et à bretelles fleuries,FUERFITS Women's Casual Beach Summer Sleeveless Adjustable Strappy Floral Dress,black & yellow,36,"Swing dress,strapless,Summer,Dresses,Dress,Women's Fashion,strappy,knee length,Floral,party,Beach,Casual,sleeveless,Women",2
5aa3592f6bcfa3795cba85b8,3.66,4,4.48,Mode Ocean Wave Bague Argent et Or Rose Bague Argent et Or Rose Plage d'été Surfeur de Mer Personnalité Bijoux de Personnalité,Fashion Ocean Wave Silver & Rose Gold Ring Summer Beach Sea Surfer Personality Jewelry,rosegold,49,"Sterling,Summer,Fashion,Rose Gold Ring,gold,Silver Ring,statementring,ocean,Jewelry,tinyring,wavering,Ring,finger ring,Gold Ring,daintyring,surferring",2
5d14546bf5eab044136b2540,8.0,7,3.62,"2019 femmes d'été de mode s à lacets cravate pantalon, plus la taille occasionnelle pantalon taille haute court (s-5xl)",2019 Summer Women S  Fashion  Lace Up Tie Pants  Plus Size Casual High Waist Short Pants(S-5XL),black,38,"Summer,Shorts,Lace,pants,Short pants,Yellow,high waist,Women's Fashion,Plus Size,Lace Up,Women,Fashion,Casual,Waist",2
5e12e142f1166c04c1948efb,6.0,6,3.6,XS-8XL Robes Plus La Taille Vêtements De Mode D'été Femmes Col V Profond Sans Manches Maxi Robes Dames Casual Spaghetti Strap Lâche Plage Porter Floral Imprimé Halter Party Dress,XS-8XL Plus Size Dresses Summer Fashion Clothes Womens Deep V-neck Sleeveless Maxi Dresses Ladies Casual Spaghetti Strap Loose Beach Wear Floral Printed Halter Party Dress,pink,20,"Summer,Plus Size,halter dress,Halter,Dress,V-neck,beach dress,Party Dress,printed,sleeveless,Floral,maxi dress,Spaghetti,Casual,Clothes,Deep V-Neck,printeddre,Beach,summer dress,Women's Fashion,Sleeveless dress,Ladies,party,Fashion,loose dress",2
5c2320b1c68b9858ff6fff97,5.85,5,3.55,Robe de plage d'été décontractée à manches courtes et manches longues en coton plissé à encolure en V profond avec poches Mini robe ample en coton plissé,Plus Size Fashion Women's Summer Casual Short Sleeve Solid Color Beach Dress with Pockets Deep V-neck Loose Pleated Cotton Mini Dress Loose,black,20,"Mini,short sleeve dress,Summer,plus size dress,Pleated,short sleeves,V-neck,Mini dress,beach dress,Party Dress,t-shirt dress,Casual,casual dress,Deep V-Neck,Shorts,Sleeve,Beach,Plus Size,summer dress,Women's Fashion,Cotton Dress,Dress,women dress,Cotton,Fashion,loose dress",2
57a940f74b2a7418992a07f4,6.0,17,4.35,Short Femme Printemps Eté Léopard / Multicolore / Noir / Rouge Short Imprimé Pantalon Court Décontracté,Women's Shorts Spring Summer Leopard/Multicolor/Black/Red Printed Shorts Casual Short Pants,black,40,"Women Pants,Summer,Fashion,pants,Leopard,Short pants,beach wear,Women's Fashion,Shorts,printed,Spring,sexy,Casual,european",2
5b2880c8e6aa7717e21461a6,8.0,7,4.01,Fashion Women Wrap Banded Draped Draped Cut Out Hi Low Asymmetrical High Waist Open Maxi Skirt Gray,Fashion Women Wrap Banded Draped Cut Out Hi Low Asymmetrical High Waist Open Maxi Skirt Gray,black,40,"Gray,long skirt,summer dress,high waist,long dress,high waist skirt,Draped,Dresses,Women's Fashion,Fashion,Skirts women,maxi dress,Women,Skirts,Waist",2
5b6021aee07ac6197df2d097,8.0,140,4.17,2018 Femmes d'été Femmes Sexy Off Shoulder Shirt Casual Half Sleeve Top Ladies Fashion Printing Loose T-shirts Plus Grande Taille Blouse en coton Blouse XS-5XL,2018 Summer Women Sexy Off Shoulder Shirt Casual Half Sleeve Top Ladies Fashion Printing Loose T-shirts Plus Size Cotton Blouse XS-5XL,blue,19,"Summer,Plus Size,crop top,Cotton T Shirt,T Shirts,Fashion,off shoulder,Casual T-Shirt,sexy,Casual,Shirt,blouse,Cotton,Sexy Top,Sleeve,Tops,Womens Blouse,Women's Fashion,Printing t shirt,Ladies,loose t-shirt,Women,Ladies Fashion",2
592bc443f4fbb234d2e85852,8.0,16,4.04,Femmes Sexy Sleeveless Ouvert Chemise Dos Ouvert Chemise Débardeur Noeud Blouse Blouse Sport Gilet Gilet T-shirt AST,Women Sexy Sleeveless Open Back Shirt Knotted Tank Top Blouse Sport Vest Tops Tshirt AST,white,43,"blouse,Vest,backlessshirt,backless tank tops,suntop,cowlbacktshirt,Tank,Tops,T Shirts,tank top,women's sleeveless tank,Fashion,Sexy Tshirt,sleeveless,sexy,Sport,Women",2
5577faf03cef83230c39d0c3,11.0,10,3.75,Mode Femmes Blanc D'été Boho Sexy Dentelle Creuse Tricot Bikini Maillots De Bain Couvrir Crochet Plage Mini Robe Tops Blouse,Fashion Womens White Summer Boho Sexy Lace Hollow Knit Bikini Swimwear Cover up Crochet Beach Mini Dress Tops Blouse,white,23,"Mini,bikiniswimwearcoverup,Fashion,Lace,Summer,Dress,Mini dress,Women's Fashion,sexy lace,crochet,sexy,knit,blouse,lacehollow,beach coverup,Tops,summer dress,Cover,Bikini,Swimwear,boho,white,women top,Beach",2
574eaac76283f860b772ba47,8.0,7,4.02,Maillots de bain à rayures pour dames avec double débardeur tankini (plus grande taille),Women's stripes Lined up double up tankini top swimwear(plus size),navy blue,31,"Summer,Fashion,bikini set,Bottom,striped bikini,Swimwear,Swimsuit,beachwear for women,Stripes,monokini,Tankini Set,Swimming",2
5c3de992180d223f8a3329d9,8.0,7,4.14,Maillot de bain Maillot de bain Maillot de bain Maillot de bain Bikini Été Plus Maillot de bain Patchwork Beachwear Plus Grande Taille XS-8XL,Women Bikini Blockbuster Underwear Padded Swimwear Swimsuit Bathing Swimwear Suit Bikini Summer Plus Swimming Suit Patchwork Beachwear Plus Size XS-8XL,pink & grey,31,"Summer,Underwear,two piece swimsuit,women beachwear,bikini set,padded,Swimwear,bikinis women,Bikini,Tankinis,women swimwear,Plus Size,Fashion,Suits,women bathing suit,Women,Swimsuit,Women's Fashion,Swimming",2
5ba4f816c1a38516a0cb12d9,9.0,10,4.15,Robe de bain et short XS-8XL à pois à large lanière pour dames de taille plus grande,plus size Women Ladies Fashion Wide Strap Polka Dot Swimdress and Short XS-8XL,red,31,"Women,Shorts,bikini set,polka dot,Polkas,Swimwear,Swimsuit,Swimdresses,Tankinis,Bikini,Plus Size,Fashion,Ladies,Women's Fashion,Wool,Tankini Set,Ladies Fashion",2
5cae1d6c836ecb39e57e9e80,9.0,8,3.8,Femmes Mode Gilet Plus La Taille Lâche Casual Pure Couleur Dentelle Sans Manches Camisole D'été Débardeurs,Women Fashion Vest Plus Size Loose Casual Pure Color Lace Sleeveless Camisole Summer Tank Tops,yellow,45,"Summer,Vest,Plus Size,Tank,Lace,Tops,Loose,beach wear,Women's Fashion,Pure Color,sleeveless,Fashion,Casual,Women Fashion,Women",2
5cb854e30715c33b71bcd318,3.66,4,3.19,S-5XL Blouse sans manches S-5XL - Maillots de bain sans manches Plus Grande taille - Débardeurs amples plissés - Débardeurs amples - Femmes décontractées - Été décontracté - Épaule large - Col en V - Gilet dorsal profond sans manches ,S-5XL Sleeveless Blouse Beachwear Plus Size Pleated Loose Sling Tank Tops  Women Casual Summer Loose Off Shoulder Deep V-Neck Backless Vest ,green,45,"Deep V-Neck,Summer,Vest,Plus Size,Tank,sleevelessblouse,Pleated,topsamptshirt,beach wear,tank top,Casual,Women's Fashion,Fashion,backless,V-neck,sexy,blouse,sleeveless,Tops,Women",2
5ea3b3944119761a2b014de7,5.0,5,4.5,Summer Fashion Women Sexy Lace Strap Shirt Tops Solid Color Sleeveless Top Blouse,Summer Fashion Women Sexy Lace Strap Shirt Tops Solid Color Sleeveless Top Blouse,pink,45,"suspenders,Summer,Fashion,Lace,button,slim,Women's Fashion,sexy lace,sexy,solid color,sleeveless,Women,blouse,Tops,Shirt",2
5e913f130d3e282f24260292,5.0,5,3.68,Mode Femmes D'été Débardeurs Décontractés Lâche Blouses De Plage Sans Manches Imprimé Coton T-shirt,Fashion Women Summer Casual Tank Tops Loose Beach Blouses Sleeveless Printed Cotton T Shirt,yellow,45,"suspenders,Summer,Plus Size,Tank,Shirt,Beach,Tops,Loose,Women's Fashion,Fashion,printed,Summer Fashion,sleeveless,Cotton,blouse,Casual,Women",2
5e8d7d681db40e4c921cc994,5.0,5,3.97,T-shirt en coton à col en V pour femmes d'été Chemisier imprimé lâche Chemises à manches courtes décontractées,Women's Fashion Summer O-neck Cotton T-shirt Loose Printed Blouse Casual Short Sleeve Tops Ladies Fashion Plus Size Shirt,winered,45,"blouse,Summer,Plus Size,Cotton,Shirt,Sleeve,Tops,slim,short sleeves,Women's Fashion,Shorts,printed,Ladies,o-neck,Fashion,Casual,T Shirts,Ladies Fashion",2
5e9ea7ba3a27db3e80bb7b6e,6.0,6,3.47,Mini robe d'été à imprimé floral à la mode pour femmes,Women's Summer Fashion Floral Print Tie Front Mini Dress Sexy Dress,grey,45,"suspenders,Summer,Plus Size,Floral print,Sexy Dress,Mini,Dress,slim,Mini dress,Floral,Women's Fashion,Fashion,sexy,Print,sleeveless,Casual",2
5e9189606123795b1d5b60ab,4.93,5,3.36,Women's Fashion Summer Casual Loose Butterfly Print Vest Plus Size,Women's Fashion Summer Casual Loose Butterfly Print Vest Plus Size,pink,45,"butterfly,Summer,Vest,Plus Size,Tops,Loose,camissole,Round neck,Women's Fashion,Printing,Print,sleeveless,Fashion,Casual,Women Fashion",2
5b24a2b9b2c8bd2aa4036e49,6.0,32,3.47,Short d'été à lacets élastiques à la taille Culotte ample,Summer Shorts Lace Up Elastic Waistband Loose Panties,white,18,"Summer,Beach Shorts,Sports & Outdoors,Elastic,Short pants,summer shorts,Women's Fashion,Shorts,women shorts,Plus Size,Panties,high waisted shorts,pant womens summer,Lace",2
5d32ae384c901a2f6263384d,11.0,11,3.75,Femmes été sans manches col en v hauts T-shirt de couleur pure débardeurs décontractés chemisier boutonné lâche chemises sans manches grande taille,Women Summer Sleeveless V-neck Tops Pure Color T-shirt Casual Tank Tops Loose Button-up Blouse Lady Sleeveless Shirts Plus Size Top,purple,18,"Summer,Plus Size,street style,V-neck,women summer tops,Sleeveless Shirt,Fashion,Casual T-Shirt,Casual,T Shirts,Shirt,blouse,Tank,summer tank top,Tops,Women's Fashion,woman shirt summer,Women,women tank top,sleeveless,summer t-shirts,Loose tank tops,Pure Color",2
5d32ae381e56691d7722e2c2,12.0,16,3.01,Femmes été décontracté lâche couleur unie salopette vintage sangle pantalon long combinaisons barboteuses grande taille,Women Summer Casual Loose Solid Color Vintage Overalls Strap Long Pants Jumpsuits Rompers Plus Size,winered,18,"Summer,Women Rompers,Plus Size,women long pants,linenjumpsuit,pants,Overalls,Loose,plussizejumpsuit,Women's Fashion,strappant,Long pants,Jumpsuits & Rompers,rompers womens jumpsuit,Vintage,Women,women Jumpsuit,Casual,jumpsuit",2
5d29bc2ed35393550e31d6f3,5.79,30,3.41,Summer Beach Fashion Plus Size Femmes lâche manches courtes Blouses longues Plus Size Deep V-cou Party Dress Dames Casual Solid Color Beach Wear Maillot de bain Cover-up Short Linen Dress,Summer Beach Fashion Plus Size Women's Loose Short Sleeve Long Blouses Plus Size Deep V-neck Party Dress Ladies Casual Solid Color Beach Wear Swimsuit Cover-up Short Linen Dress,white,118,"blouse,Plus Size,Summer,Dress,short sleeves,V-neck,beach dress,Fashion,Casual,Deep V-Neck,Shorts,Tops & Blouses,Sleeve,summer dress,Women's Fashion,Swimsuit,Party Dress,Ladies,party,linen dress,Beach,loose dress,Swimming",2
5ce2702ba6bc056027727991,3.7,58,3.47,20 chaussettes courtes confortables de mode de sucrerie de couleur invisible de chaussettes antidérapantes de silicone de chaussettes de chaussettes,20 Pcs Fashion Comfortable Short Socks Candy Color Invisible Silicone Non-slip Socks Slippers Socks,nude,118,"Cotton Socks,Silicone,Socks,invisiblesock,candy,Shorts,Slippers,Food,candycolorsock,Fashion,antislipsock,shortsock,Moisturizing Socks,summersock,anklesock",2
5bf38aa52dd62c3a7550a899,2.0,26,4.36,20Paires/Lot d'été Ultrathin Transparent Crystal Chaussettes en soie pour femme Chaussettes courtes en nylon noir haute élasticité pour femme,20Pairs/lot Summer Ultrathin Transparent Crystal Silk Socks for Women High Elastic Black Nylon Short Socks Female Socks,black,118,"Summer,Shorts,Elastic,silksock,thinsock,silk,Socks,Slippers,Crystal,Women's Fashion,Cotton Socks,black,Ankle,Nylon,anklesock,Women",2
5b035ff3bc3b6a7a3e91811b,9.0,33,3.81,Femmes Soutien-gorge rembourré Haut Soutien-gorge rembourré Col en V Bretelles Camisole Soutien-gorge Push Up Gilet Débardeur,Womens Padded Bra Tops V Neck Camisole Straps Push Up Bra Vest Tank,black,45,"Women Vest,Vest,basictop,bra top,Necks,vesttank,Tops,strap,padded,Women's Fashion,sexy,Tank,Bras",2
5ec5fba4a6e08e12f03e460e,6.0,7,4.0,Fashion Women Vintage Vertical Striped Mini Sexy Button Cami Spring Summer Dresses,Fashion Women Vintage Vertical Striped Mini Sexy Button Cami Spring Summer Dresses,blue,45,"Summer,Fashion,Mini,Vintage,button,slim,Women's Fashion,Spring,sexy,Striped,Dress,Women",2
595b77cd3e5c2010cd0712ca,8.0,47,4.14,Robe d'été décontractée sans manches pour femmes Robe de plage sans manches Robe de soirée mini-robe courte de plage,Women Summer Casual Sleeveless Evening Party Beach Dress Short Mini Dress,winered,45,"Mini,Shorts,Summer,fashion dress,Dress,Women's Fashion,Mini dress,beach dress,party,sleeveless,Beach,Casual,Women",2
5cda28715a88ef05656ef440,11.0,10,4.23,T-shirt à manches courtes à imprimé de mode pour femmes,New Women's Fashion Love Print Short Sleeve T-Shirt Summer Casual Graphic Tess Tops,black,48,"Summer,Shorts,Love,Sleeve,tee shirt women,Tops,summer t-shirts,short sleeves,Casual,Round neck,loveprinttshirt,Fashion,teesamptshirt,graphic tees women,Print,tes,Women's Fashion,tops for women,T Shirts",2
5d5a4895a5d03a4088690b06,8.0,21,4.06,2019 New Women Fashion Sexy Tank Bone Hand Pattern Print Spaghetti Strap Cotton Tank Tops Summer Women Casual Bodycon Slim Fit Sleeveless Beach Style Vest Plus Size S-5xl,2019 New Women Fashion Sexy Tank Bone Hand Pattern Print Spaghetti Strap Cotton Tank Tops Summer Women Casual Bodycon Slim Fit Sleeveless Beach Style Vest Plus Size S-5xl,white,48,"Summer,Vest,Spaghetti Strap,Tank,Fashion,Spaghetti,Tops,slim,Women's Fashion,Slim Fit,Plus Size,sexy,Print,sleeveless,Women,Beach,Casual,Women Fashion,Cotton",2
5ce2439e619d074a2e7b8481,6.0,17,4.26,Femmes Mode Mode Spaghetti Combinaisons à bretelles Rompers Summer Casual Slim Fit Taille ajustée Lien de serrage Taille une pièce Costume sexy sans manches Bodycon Playsuit Outfits Set Femmes Short Rompers Bodysuits pour vêtements de plage,Women Fashion Spaghetti Strap Jumpsuits Rompers Summer Casual Slim Fit Drawstring Waist One Piece Suits Sexy Sleeveless Bodycon Playsuit Outfits Set Ladies Short Rompers Bodysuits for Beachwear,grey,48,"Summer,Slim Fit,Waist,Spaghetti,onepiece,slim,beach wear,Shorts,Women's Fashion,Fashion,sexy,Ladies,sleeveless,sexy jumpsuit,jumpsuit,women Jumpsuit,Casual,Women",2
5cb934f3a866551356e5f254,8.0,42,4.47,T-shirt sans manches pour femmes d'été Nouvelle mode Casual Solide O-cou Lettre Imprimer Lâche Christian Chemises Coton Tops Graphique T-shirts,Women's Summer Sleeveless T-shirt New fashion Casual Solid O-neck Letter Print Loose Christian Shirts Cotton Tops Graphic Tees,black,48,"tank top women,christiantshirt,topsamptshirt,cottontee,Shirt,letter print,Women Vest,graphic tee,Tops,summer t-shirts,Christian,T Shirts,Fashion,Summer,sleeveless tops,sleeveless,Print,loose t-shirt,Casual,Cotton",2
5ed4846f86ab3a200059da35,8.0,10,5.0,New Ladies Fashion Print Top Summer V-neck Sleeveless Top,New Ladies Fashion Print Top Summer V-neck Sleeveless Top,black,41,"blouse,Summer,Fashion,Ladies Fashion,topsandtop,slim,V-neck,Ladies,Women S Clothing,sleeveless tops,Print,sleeveless,Printing,Tops,Women",2
