index,merchant_id,listed_products,total_units_sold,mean_units_sold_per_product,rating_per_merchant_products,mean_product_prices,mean_retail_prices,average_discount,revenues
282,5ba8dffeb2f5b12221c73576,1,5000,5000.0,3.873,11.0,108.0,90.0,55000.0
283,58de1f5eef07c15511148726,1,5000,5000.0,3.897,12.0,16.0,25.0,60000.0
284,5a6166cbedd44230ea9c60dc,1,5000,5000.0,3.904,8.0,7.0,14.0,40000.0
285,5b96067f42ebca48f6c041e8,1,5000,5000.0,3.911,13.0,17.0,24.0,65000.0
286,578793716b944637fa356bb4,1,5000,5000.0,3.923,6.0,6.0,0.0,30000.0
287,578e02bec0e9340e993d13f4,1,5000,5000.0,3.946,8.0,7.0,14.0,40000.0
288,5a1a2758f3c1176a45e41544,1,5000,5000.0,3.946,11.0,12.0,9.0,55000.0
289,576518fcf093bd5e79c5e351,1,5000,5000.0,3.946,13.0,51.0,75.0,65000.0
290,5a5a074d87c25b39c7a80ef1,1,5000,5000.0,3.949,6.0,41.0,86.0,30000.0
291,5646025ecb3a45127928c032,1,5000,5000.0,3.958,11.0,10.0,10.0,55000.0
292,54f804901c36ca266909d090,1,5000,5000.0,3.96,19.0,17.0,11.0,95000.0
293,5b5a8a32f114fc2a4ca301d3,1,5000,5000.0,3.96,14.0,27.0,49.0,70000.0
294,57ff8bcd0712e0312f81ed73,1,5000,5000.0,3.966,2.0,2.0,0.0,10000.0
295,5ae417f567d25c041f6dd934,1,5000,5000.0,3.978,12.0,17.0,30.0,60000.0
296,5837b0dc751d4d1b6e319c73,1,5000,5000.0,3.981,13.0,11.0,18.0,65000.0
297,58c4f51a77361650efb028df,1,5000,5000.0,3.981,9.0,8.0,12.0,45000.0
298,58160e10f870301b4bff64fc,1,5000,5000.0,3.986,9.0,8.0,12.0,45000.0
299,56d6cf588bd26e03ee663123,1,5000,5000.0,3.995,9.0,50.0,82.0,45000.0
300,5825d0a72cf1425389672c35,1,5000,5000.0,4.002,8.0,7.0,14.0,40000.0
301,5d55015e3cc46d5c40a15c19,1,5000,5000.0,4.015,9.0,19.0,53.0,45000.0
302,5d7c4cc361090057c2bc7331,1,5000,5000.0,4.018,12.0,13.0,8.0,60000.0
303,5902b4eab3e322098d3b41eb,1,5000,5000.0,4.022,11.0,88.0,88.0,55000.0
304,59afe1e030e1f33208fb2ca0,1,5000,5000.0,4.025,7.0,6.0,16.0,35000.0
305,5819eb90d3d4474ddf97b23e,1,5000,5000.0,4.029,5.0,5.0,0.0,25000.0
306,59cc8ef5776ab943e535b888,1,5000,5000.0,4.04,15.0,13.0,15.0,75000.0
307,5810b1db3deb94160f5cd4a3,1,5000,5000.0,4.041,6.0,6.0,0.0,30000.0
308,58380161e18c0f0c70dd6907,1,5000,5000.0,4.041,8.0,7.0,14.0,40000.0
309,59644507366c0629be364972,1,5000,5000.0,4.045,9.0,8.0,12.0,45000.0
310,59cef71c21064f20067f4313,1,5000,5000.0,4.046,8.0,17.0,53.0,40000.0
311,57adc71ab0960b039817e137,1,5000,5000.0,4.048,9.0,8.0,12.0,45000.0
312,5a17b55d1f4d8c4f0b44b0ce,1,5000,5000.0,4.053,18.0,27.0,34.0,90000.0
313,563a19d1f75382101530dc15,1,5000,5000.0,4.054,8.0,7.0,14.0,40000.0
314,5972058b439a9828e425dd78,1,5000,5000.0,4.054,11.0,11.0,0.0,55000.0
315,587f55e57f83404d58fe59fb,1,5000,5000.0,4.057,9.0,8.0,12.0,45000.0
316,587b795b0366d00c898ea210,1,5000,5000.0,4.058,9.0,13.0,31.0,45000.0
317,58e5a2822d91301f0b3a6bd9,1,5000,5000.0,4.064,8.0,65.0,88.0,40000.0
318,5c17357134f7db2450b03d51,1,5000,5000.0,4.069,6.0,29.0,80.0,30000.0
319,53e4bb20ff4d6d1b68bdb6d1,1,5000,5000.0,4.071,3.67,9.0,60.0,18350.0
320,5528e31e43a8db0c29241cd1,1,5000,5000.0,4.081,11.0,10.0,10.0,55000.0
321,5641e263906c9c12737e6725,1,5000,5000.0,4.089,5.65,9.0,38.0,28250.0
322,56dd52e8e0a234169b46c4ca,1,5000,5000.0,4.091,9.0,8.0,12.0,45000.0
323,530306fe34067e3f15c41d87,1,5000,5000.0,4.093,19.0,21.0,10.0,95000.0
324,5e50d52818034a6835aeed37,1,5000,5000.0,4.1,2.0,7.0,72.0,10000.0
325,5b5576f84543f458aee346fb,1,5000,5000.0,4.11,14.0,26.0,47.0,70000.0
326,585a8e9a7b78704cd251a232,1,5000,5000.0,4.121,5.0,5.0,0.0,25000.0
327,5878edca3497136a61732df9,1,5000,5000.0,4.131,8.0,7.0,14.0,40000.0
328,585f9ac5d7d14e4d51c16d4e,1,5000,5000.0,4.135,7.0,9.0,23.0,35000.0
329,543cf22998dc200761d621b2,1,5000,5000.0,4.138,5.69,17.0,67.0,28450.000000000004
330,5ae6dab8b125ab6825502d06,1,5000,5000.0,4.146,3.73,9.0,59.0,18650.0
331,5911220e84aaef7ce5d732ef,1,5000,5000.0,4.156,6.0,17.0,65.0,30000.0
332,587b63ed3cca004cbd02d7d3,1,5000,5000.0,4.158,6.0,38.0,85.0,30000.0
333,5e673ce450536b05cca259f2,1,5000,5000.0,4.171,11.0,38.0,72.0,55000.0
334,59e70d8ceea5c546fa152f42,1,5000,5000.0,4.176,8.0,7.0,14.0,40000.0
335,56db028b3a9cb801c374b3c6,1,5000,5000.0,4.177,6.0,6.0,0.0,30000.0
336,57e00221b8115e1061a6f6d0,1,5000,5000.0,4.178,8.0,7.0,14.0,40000.0
337,5a5f153e430b71500d87877c,1,5000,5000.0,4.193,8.0,58.0,87.0,40000.0
338,58f0a6738a60c363c1281d72,1,5000,5000.0,4.193,7.0,25.0,72.0,35000.0
339,540ec1f21d2d431f2d4b5cb6,1,5000,5000.0,4.2,8.0,122.0,94.0,40000.0
340,54236fbbf6d29616559514c9,1,5000,5000.0,4.216,8.0,27.0,71.0,40000.0
341,59538508e81e8a67610d9c8b,1,5000,5000.0,4.226,14.0,68.0,80.0,70000.0
342,5ad02d61ccf0c866db06b8c9,1,5000,5000.0,4.228,5.69,5.0,13.0,28450.000000000004
343,5a69c113da6ce6220cd14e05,1,5000,5000.0,4.23,5.0,5.0,0.0,25000.0
344,5435ef5d01c0c057210e6b32,1,5000,5000.0,4.231,16.0,34.0,53.0,80000.0
345,5950dd272eac1127e00c4883,1,5000,5000.0,4.232,14.0,89.0,85.0,70000.0
346,59e968275d6f342463a6157b,1,5000,5000.0,4.237,13.0,68.0,81.0,65000.0
347,56d954c8d30d44338d07e50a,1,5000,5000.0,4.25,7.0,22.0,69.0,35000.0
348,58eb0bacd36f081046b7149c,1,5000,5000.0,4.251,8.0,7.0,14.0,40000.0
349,582173d6797f2308a87626e7,1,5000,5000.0,4.252,5.65,5.0,13.0,28250.0
350,5ac0310597223354603de223,1,5000,5000.0,4.253,11.0,10.0,10.0,55000.0
351,5576bb43de4a8c24953ae98f,1,5000,5000.0,4.257,11.0,10.0,10.0,55000.0
352,58be241991fd205b2462acc3,1,5000,5000.0,4.261,14.0,84.0,84.0,70000.0
353,53c62f6b46188e177eb57b6d,1,5000,5000.0,4.267,16.0,56.0,72.0,80000.0
354,59410b5a7c64942ee36dad7a,1,5000,5000.0,4.279,8.0,7.0,14.0,40000.0
355,578e0488ba8cd20e9b1b4a3b,1,5000,5000.0,4.297,5.0,5.0,0.0,25000.0
356,589ae185ad330a4feb2b6dd5,1,5000,5000.0,4.299,8.0,7.0,14.0,40000.0
357,593f5bc925c4f57281c63593,1,5000,5000.0,4.304,3.0,17.0,83.0,15000.0
358,547bdd648edcfa5656cac810,1,5000,5000.0,4.306,2.66,3.0,12.0,13300.0
359,58f6f47891a95f10f0c54b8c,1,5000,5000.0,4.316,8.0,7.0,14.0,40000.0
360,561921dd9342a274cb448c07,1,5000,5000.0,4.397,8.0,17.0,53.0,40000.0
361,5879cca64f3f2e4e79ae70ae,1,5000,5000.0,4.398,4.0,26.0,85.0,20000.0
362,585a1ec0b357934ca66b1457,1,5000,5000.0,4.465,11.0,26.0,58.0,55000.0
363,59b29ff23eb22a1355606548,1,5000,5000.0,4.471,15.0,13.0,15.0,75000.0
364,545c2b1790c776172b72d5ab,4,4000,1000.0,4.057,13.0,11.25,15.0,52000.0
365,5aa78a0c75599a5bd049d682,5,3200,640.0,4.033,9.2,11.0,17.0,29439.999999999996
366,5ae00dbf67d25c69bcf0251c,4,3100,775.0,4.195,11.5,22.75,14.0,35650.0
367,5e5363458cd99e4035bcd1c8,3,3000,1000.0,3.96,8.62,63.0,86.0,25859.999999999996
368,56fba259138ef73c2a749a56,6,2400,400.0,3.959,3.12,3.33,9.0,7488.0
369,5177b0b63feb620dd802a197,5,2300,460.0,3.79,6.83,6.6,1.0,15709.0
370,5d5256c527752b19063d8c53,5,2300,460.0,3.943,7.53,6.8,7.0,17319.0
371,5d4a717070327a03c1e7644e,5,2250,450.0,3.797,6.03,7.0,21.0,13567.5
372,5952a218e81e8a4c30b5bbbc,4,2200,550.0,3.957,6.37,5.5,15.0,14014.0
373,5ae7cee3a71fbf0725de5d43,4,2200,550.0,4.003,5.89,21.5,60.0,12958.0
374,570e15d2a18a3f5bc5285b9d,3,2100,700.0,3.953,6.55,14.67,43.0,13755.0
375,56c6a33fabb774437118cd63,3,2100,700.0,3.965,6.0,5.67,3.0,12600.0
376,5ae29b4e1baafe7c0109c5ae,3,2100,700.0,4.024,7.67,25.33,40.0,16107.0
377,58c35950e2de036da9e2b570,3,2100,700.0,4.064,9.67,48.0,65.0,20307.0
378,5abb2cf26be8733b5bf6844f,3,2100,700.0,4.117,3.53,6.67,48.0,7413.0
379,58259c456ebae74739ecfdc8,3,2100,700.0,4.15,9.67,9.0,6.0,20307.0
380,5ae93337d204cc177313f242,3,2100,700.0,4.232,9.33,20.33,52.0,19593.0
381,5d46d6fd4c78550b43ab8351,2,2000,1000.0,3.476,8.0,7.0,14.0,16000.0
382,5eba4507ad610e0589cab8c3,2,2000,1000.0,3.677,6.0,10.0,40.0,12000.0
383,565c293d99558d1ed8ae7fb2,2,2000,1000.0,3.81,6.9,20.0,56.0,13800.0
384,583512a3b63b3b249b0acc46,2,2000,1000.0,3.862,6.0,47.0,88.0,12000.0
385,55d18ce6183a5d103f970011,2,2000,1000.0,3.871,5.5,19.0,67.0,11000.0
386,547d7e413b64451274068583,2,2000,1000.0,3.895,5.85,13.0,55.0,11700.0
387,5440e3d7f8abc82cbd97b19c,2,2000,1000.0,3.908,11.0,152.0,93.0,22000.0
388,546d44001280fa3ce1bf80fa,2,2000,1000.0,3.91,12.0,17.0,30.0,24000.0
389,566a25e33a698c1f131fd872,2,2000,1000.0,3.949,7.5,11.0,30.0,15000.0
390,5a5c78ee9d0a7b724c6535fa,2,2000,1000.0,3.965,9.0,65.0,87.0,18000.0
391,5b8e776e2eb51f7a5900a88a,2,2000,1000.0,3.965,8.0,7.0,14.0,16000.0
392,5d47dd864f7ba75f53d67c7c,2,2000,1000.0,4.012,7.0,50.0,86.0,14000.0
393,58fde9517c09181253b0ef86,2,2000,1000.0,4.013,7.0,6.0,16.0,14000.0
394,58c921126c30436b692b1ead,2,2000,1000.0,4.039,11.0,33.5,33.0,22000.0
395,58c910072be00b51c601ccee,2,2000,1000.0,4.057,10.0,33.5,35.0,20000.0
396,5adef3559d5e9767b3177472,2,2000,1000.0,4.06,9.33,8.5,6.0,18660.0
397,59c7610621064f2f6c8c9fe7,2,2000,1000.0,4.097,8.0,7.0,14.0,16000.0
398,5d410bd1fe55c814ade29a1c,2,2000,1000.0,4.109,8.0,7.0,14.0,16000.0
399,580f06685250a20783d33e56,2,2000,1000.0,4.151,14.0,75.5,82.0,28000.0
400,548142ac653d51041ac1174f,2,2000,1000.0,4.173,5.84,11.0,47.0,11680.0
401,5ae56280ddf45b183333ac45,2,2000,1000.0,4.182,5.87,36.0,73.0,11740.0
402,5938c5a58e5b2e6601f01c6f,2,2000,1000.0,4.184,15.0,68.0,78.0,30000.0
403,5abf36d540626a753e8fc18a,2,2000,1000.0,4.288,5.0,5.0,0.0,10000.0
404,590f2995f3d19c2cba264414,2,2000,1000.0,4.325,5.0,5.0,0.0,10000.0
405,5901f6c2a8e3eb2aca4b5559,2,2000,1000.0,4.331,12.0,22.0,46.0,24000.0
406,59aebfa350df6107c1eff8c8,2,2000,1000.0,4.382,7.0,30.0,77.0,14000.0
407,5b4028d56385741bff3b9163,2,2000,1000.0,4.391,5.87,11.0,47.0,11740.0
408,5de0981739adf2a3406bed18,4,1300,325.0,3.729,10.25,9.0,13.0,13325.0
409,54db03867851097093c0efe7,4,1300,325.0,3.852,8.5,7.5,13.0,11050.0
410,5aab3c8ea6bf7a704caec65c,4,1300,325.0,3.953,7.37,6.5,14.0,9581.0
411,593fcbd5ff3e807d6a8485ff,4,1300,325.0,4.024,7.0,6.25,7.0,9100.0
412,55dc300452a04b658ad68139,3,1200,400.0,3.895,8.54,24.0,49.0,10247.999999999998
413,58db84154f0c6b53626b73ac,3,1200,400.0,3.917,9.26,34.0,53.0,11112.0
414,5836e38728f25753fe6af6a8,3,1200,400.0,4.033,12.67,11.0,15.0,15204.0
415,58a6f92596f1bb57c40b0d56,3,1200,400.0,4.048,11.22,11.0,2.0,13464.0
416,5700e7eac1bed1088d6cd40a,3,1200,400.0,4.106,8.0,9.33,16.0,9600.0
417,5b0b907d59206904541886cf,3,1200,400.0,4.218,16.0,14.0,14.0,19200.0
418,5864767762a1e84ca30df7c9,3,1200,400.0,4.235,13.0,93.33,87.0,15600.0
419,58b7d6dd3c18975a18817d64,3,1200,400.0,4.277,9.67,8.67,12.0,11604.0
420,594ba69f2eac11550ec111a1,3,1150,383.0,4.039,9.28,13.33,35.0,10672.0
421,575cfe470551415caa5505b5,3,1150,383.0,4.11,6.67,26.33,76.0,7670.5
422,5aca1225e053885132dc837a,2,1100,550.0,3.736,11.5,10.5,9.0,12650.0
423,5d462e58f320403871a78593,2,1100,550.0,3.838,7.5,6.5,15.0,8250.0
424,58aec90823ef726994a323fe,2,1100,550.0,3.867,6.46,5.5,17.0,7106.0
425,57b58a411f608c02bd6976a4,2,1100,550.0,3.871,9.5,8.5,12.0,10450.0
426,5e548120207f9d0685eec2ea,2,1100,550.0,3.992,1.77,5.5,46.0,1947.0
427,5d5f4780bd01a83fca39e0db,2,1100,550.0,4.007,1.8,25.5,94.0,1980.0
428,5684eae9daaaee26a0fdadba,2,1100,550.0,4.025,8.0,29.5,67.0,8800.0
429,5d40ffe372b0c94d00f6c1f0,2,1100,550.0,4.039,5.35,5.0,4.0,5885.0
430,5a9e3a01ccf0c80c2d372870,2,1100,550.0,4.054,5.33,5.0,6.0,5863.0
431,556425de56aea60ea1d17778,2,1100,550.0,4.094,7.0,28.5,40.0,7700.0
432,5808e2beff6c57435af7df2d,2,1100,550.0,4.189,4.43,4.5,2.0,4873.0
433,583658e928f25754106ae102,2,1100,550.0,4.234,14.0,95.5,86.0,15400.0
434,556d68d19fb8ca1a0c4d82ee,2,1100,550.0,4.253,11.5,87.5,88.0,12650.0
435,5b29ff427752c84390ed6ecf,2,1050,525.0,4.003,8.5,59.0,85.0,8925.0
436,584426309b0f754de95d6b50,1,1000,1000.0,3.583,5.0,22.0,78.0,5000.0
437,51aff6a38e221e2cafcdc0cb,1,1000,1000.0,3.59,9.0,9.0,0.0,9000.0
438,5d3d857c0ff7f937558c4dd1,1,1000,1000.0,3.626,3.87,4.0,4.0,3870.0
439,5d45349676befe65691dcfbb,1,1000,1000.0,3.681,12.0,11.0,9.0,12000.0
440,5d57d3a9cf65030dc331b0b2,1,1000,1000.0,3.683,11.0,75.0,86.0,11000.0
441,5d44f6c68388973d77042d83,1,1000,1000.0,3.703,11.0,83.0,87.0,11000.0
442,5695ee973fa51e32deafd9c9,1,1000,1000.0,3.741,8.0,18.0,56.0,8000.0
443,5b6ec2f2838d931d2fbf7a28,1,1000,1000.0,3.749,9.0,48.0,82.0,9000.0
444,553c93bcd57a0156022b1598,1,1000,1000.0,3.761,19.0,17.0,11.0,19000.0
445,5ba0fe4673d934503a6cb6ad,1,1000,1000.0,3.766,11.0,11.0,0.0,11000.0
446,5dcb9bb2997e90092d624499,1,1000,1000.0,3.766,8.0,7.0,14.0,8000.0
447,5b17df3f012875082bc82048,1,1000,1000.0,3.768,11.0,22.0,50.0,11000.0
448,559f4066577ce11970f7f7fa,1,1000,1000.0,3.79,4.86,8.0,40.0,4860.0
449,5d4e91681d9a8e1fcc2fefba,1,1000,1000.0,3.794,6.0,30.0,80.0,6000.0
450,5d46751876befe56001de246,1,1000,1000.0,3.811,7.0,6.0,16.0,7000.0
451,57d67d2bb1adb8102d39f90f,1,1000,1000.0,3.817,11.0,11.0,0.0,11000.0
452,56a6d6f9cc46da0df30dd801,1,1000,1000.0,3.82,12.0,11.0,9.0,12000.0
453,5b8a0074f2858d1c8a032c5a,1,1000,1000.0,3.829,8.0,7.0,14.0,8000.0
454,57b1288be4830507cc9f586a,1,1000,1000.0,3.842,11.0,10.0,10.0,11000.0
455,5a2bc05fddda8c49398c52fe,1,1000,1000.0,3.845,6.0,6.0,0.0,6000.0
456,57878a7316b28907b9b50131,1,1000,1000.0,3.855,6.0,22.0,73.0,6000.0
457,5440df5815133758cf40f1e3,1,1000,1000.0,3.855,12.0,85.0,86.0,12000.0
458,582b156ff6872e749e4d1ad4,1,1000,1000.0,3.857,9.0,8.0,12.0,9000.0
459,5684ca0f73c0e02989b91cad,1,1000,1000.0,3.858,1.0,11.0,91.0,1000.0
460,59a54d5eae228e4f11e9c5e0,1,1000,1000.0,3.861,12.0,11.0,9.0,12000.0
461,579f12b73087c40f57abcd3d,1,1000,1000.0,3.864,12.0,11.0,9.0,12000.0
462,57a09a5649c29a34cf282715,1,1000,1000.0,3.876,8.0,42.0,81.0,8000.0
463,55c89dc93a698c6010edccc4,1,1000,1000.0,3.877,6.0,56.0,90.0,6000.0
464,589e67aa3205e17175ced38e,1,1000,1000.0,3.878,11.0,159.0,94.0,11000.0
465,5d3be81670327a1a4ffce08e,1,1000,1000.0,3.883,3.9,5.0,22.0,3900.0
466,56d572b08ec6660796b65705,1,1000,1000.0,3.885,8.0,9.0,12.0,8000.0
467,56efff5017777d430c47b78e,1,1000,1000.0,3.892,12.0,11.0,9.0,12000.0
468,57a1ac972b6fb2282425b585,1,1000,1000.0,3.893,8.0,7.0,14.0,8000.0
469,56ebb573e652e91f9ca6a674,1,1000,1000.0,3.894,15.0,13.0,15.0,15000.0
470,586e70187e94384d6fc17f14,1,1000,1000.0,3.894,9.0,9.0,0.0,9000.0
471,5a20c64d8cf0ed4d57d60471,1,1000,1000.0,3.895,11.0,10.0,10.0,11000.0
472,59f5481068788b25d0a84068,1,1000,1000.0,3.896,11.0,10.0,10.0,11000.0
473,5dde67d7801ecf6d4c385348,1,1000,1000.0,3.896,11.0,10.0,10.0,11000.0
474,58d4832721ad9176d0d3d00f,1,1000,1000.0,3.897,16.0,59.0,73.0,16000.0
475,565c1b173a698c769e2be15d,1,1000,1000.0,3.9,8.0,25.0,68.0,8000.0
476,5b21e84a43b3b67a3089b10d,1,1000,1000.0,3.901,8.0,17.0,53.0,8000.0
477,564b2fb5c126a0127af8441e,1,1000,1000.0,3.905,5.0,5.0,0.0,5000.0
478,58d765d6da2852536d7a3fa9,1,1000,1000.0,3.907,9.0,8.0,12.0,9000.0
479,57d64f7bcafd22102c3a5fc2,1,1000,1000.0,3.91,2.0,56.0,97.0,2000.0
480,575a9d8d6813ab5ceeb09521,1,1000,1000.0,3.912,8.0,72.0,89.0,8000.0
481,5d43cda683889748193da7c0,1,1000,1000.0,3.931,7.0,6.0,16.0,7000.0
482,5d5a1171560eca427bf10acb,1,1000,1000.0,3.932,11.0,10.0,10.0,11000.0
483,5b99f68520019041167b0b74,1,1000,1000.0,3.936,6.0,6.0,0.0,6000.0
484,5489a2fe546ead1ec9215829,1,1000,1000.0,3.939,8.0,34.0,77.0,8000.0
485,56cd7070df108f481ff3e00e,1,1000,1000.0,3.94,9.0,9.0,0.0,9000.0
486,5de7a6aa4c9c821f67c14ac3,1,1000,1000.0,3.942,13.0,19.0,32.0,13000.0
487,5d5b651b283abc16408fff54,1,1000,1000.0,3.942,1.68,2.0,16.0,1680.0
488,58fcdd56cdb8e24565cc017e,1,1000,1000.0,3.949,15.0,25.0,40.0,15000.0
489,55f982b029624842ab599cc3,1,1000,1000.0,3.95,6.0,7.0,15.0,6000.0
490,56961502ca1588618ca6d5fe,1,1000,1000.0,3.951,8.0,252.0,97.0,8000.0
491,5e8544bfd69a0ea72d39bc31,1,1000,1000.0,3.959,2.69,3.0,11.0,2690.0
492,583998c51591454a04a79709,1,1000,1000.0,3.96,14.0,12.0,16.0,14000.0
493,5b125148c2586910aba903d6,1,1000,1000.0,3.965,7.0,6.0,16.0,7000.0
494,5a031e9c9aee09542077d074,1,1000,1000.0,3.967,7.0,50.0,86.0,7000.0
495,5857e83a1e95514d46b046dd,1,1000,1000.0,3.97,6.0,23.0,74.0,6000.0
496,59b0dcac50df61071d239b12,1,1000,1000.0,3.973,8.0,7.0,14.0,8000.0
497,5b8d343e133368366f2dff48,1,1000,1000.0,3.979,13.0,11.0,18.0,13000.0
498,57ee6909567a8d101913df98,1,1000,1000.0,3.979,12.0,11.0,9.0,12000.0
499,58d3828699637874f89eb45a,1,1000,1000.0,3.982,11.0,21.0,48.0,11000.0
500,5819d0d196f2cc7dffad41ec,1,1000,1000.0,3.983,3.81,4.0,5.0,3810.0
501,5b6935c0a1fdaa1dba5a4cd4,1,1000,1000.0,3.984,8.0,17.0,53.0,8000.0
502,5b164e4c7e43f2326c3e3931,1,1000,1000.0,3.985,7.0,43.0,84.0,7000.0
503,5b4d6eb88a5b7b24519e69ad,1,1000,1000.0,3.989,8.0,49.0,84.0,8000.0
504,545dab9f5f313f1e28cb1a2f,1,1000,1000.0,3.993,5.86,5.0,17.0,5860.0
505,5700e2be27992f63cdca2dca,1,1000,1000.0,3.995,5.0,8.0,38.0,5000.0
506,547465748edcfa6ceab14f70,1,1000,1000.0,4.004,11.0,10.0,10.0,11000.0
507,59a6cc4b21064f78b1bef62f,1,1000,1000.0,4.006,8.0,8.0,0.0,8000.0
508,5466fad41280fa5ca27ba85d,1,1000,1000.0,4.007,14.0,12.0,16.0,14000.0
509,56effd3864d54a58a619bdb1,1,1000,1000.0,4.008,12.0,31.0,62.0,12000.0
510,5466e6343dabbe66ab062be8,1,1000,1000.0,4.014,14.0,51.0,73.0,14000.0
511,5514d13ce87fd21cf12f9d0b,1,1000,1000.0,4.014,8.0,7.0,14.0,8000.0
512,55419b79439bb51755098f63,1,1000,1000.0,4.015,11.0,11.0,0.0,11000.0
513,584ae0173961b64ca9b426b1,1,1000,1000.0,4.017,6.0,22.0,73.0,6000.0
514,580f361ff6978b4fdba4b112,1,1000,1000.0,4.019,2.8,3.0,7.0,2800.0
515,5b8e19ad9058ed22fdc30621,1,1000,1000.0,4.028,5.67,6.0,6.0,5670.0
516,5af54e838699ce1143d1f876,1,1000,1000.0,4.031,6.0,140.0,96.0,6000.0
517,5d42991670327a71301ec76e,1,1000,1000.0,4.036,2.0,2.0,0.0,2000.0
518,53e98c6446188e1d4d3a38bd,1,1000,1000.0,4.041,1.8,2.0,10.0,1800.0
519,58501ab6ff3da74c89f8927f,1,1000,1000.0,4.044,5.0,5.0,0.0,5000.0
520,58c2318d3f49634886892d7c,1,1000,1000.0,4.045,5.0,5.0,0.0,5000.0
521,597eda458696be7dab480a44,1,1000,1000.0,4.047,12.0,11.0,9.0,12000.0
522,5dc69ae4c4e6e61846dfc2b4,1,1000,1000.0,4.055,5.65,5.0,13.0,5650.0
523,5ad16178db5f1f07107a5401,1,1000,1000.0,4.057,8.0,7.0,14.0,8000.0
524,557ac6650a43e41ba218240a,1,1000,1000.0,4.058,4.68,25.0,82.0,4680.0
525,58748c070e230b22a1ab5bc2,1,1000,1000.0,4.061,7.0,6.0,16.0,7000.0
526,5ad1f14d40626a47903fe9df,1,1000,1000.0,4.064,11.0,10.0,10.0,11000.0
527,583edf165022c71b82d1d6c7,1,1000,1000.0,4.064,13.0,13.0,0.0,13000.0
528,59b38b9d0ec30f3dcde27914,1,1000,1000.0,4.065,8.0,7.0,14.0,8000.0
529,54d30f53dc8ce133f79b434d,1,1000,1000.0,4.066,5.65,6.0,6.0,5650.0
530,58285d7f168b5430c5090ab8,1,1000,1000.0,4.072,5.82,58.0,90.0,5820.0
531,5948c9761f2f0f2efb675fa4,1,1000,1000.0,4.072,8.0,7.0,14.0,8000.0
532,5eb8cf5429e78638f27379f5,1,1000,1000.0,4.075,5.69,10.0,44.0,5690.0
533,544e3da38edcfa4c456f6181,1,1000,1000.0,4.078,11.0,10.0,10.0,11000.0
534,56c30460d7e2821146329f82,1,1000,1000.0,4.079,3.71,6.0,39.0,3710.0
535,5858d328e18c0f7603a08e1f,1,1000,1000.0,4.08,3.0,5.0,40.0,3000.0
536,585a45a3ef562825c60e0c71,1,1000,1000.0,4.08,8.0,30.0,74.0,8000.0
537,57108cd6a995b507211ef8fb,1,1000,1000.0,4.086,13.0,50.0,74.0,13000.0
538,5aec1dd2c96bb815b802df67,1,1000,1000.0,4.09,8.0,8.0,0.0,8000.0
539,57f7b4a3bc506d1e56530cdd,1,1000,1000.0,4.092,6.0,9.0,34.0,6000.0
540,55d480c092e9ba1242bd816a,1,1000,1000.0,4.095,5.0,5.0,0.0,5000.0
541,55e51e53c9f8235d17759948,1,1000,1000.0,4.098,22.0,159.0,87.0,22000.0
542,5b6bb6d7790f1a0d8a416c03,1,1000,1000.0,4.101,13.0,43.0,70.0,13000.0
543,5938e6a17fe241506f93503b,1,1000,1000.0,4.11,3.76,4.0,6.0,3760.0
544,596636724b913a6954556581,1,1000,1000.0,4.115,8.0,7.0,14.0,8000.0
545,58aea6fe15241651ee65307b,1,1000,1000.0,4.12,2.0,6.0,67.0,2000.0
546,5d3c419de4b65d4fb81e7286,1,1000,1000.0,4.124,1.91,6.0,69.0,1910.0
547,5cd6743c8da3ad22253d937f,1,1000,1000.0,4.126,8.0,7.0,14.0,8000.0
548,589eb1c33205e17175cee2ee,1,1000,1000.0,4.127,3.87,4.0,4.0,3870.0
549,5864730562a1e84ca10df658,1,1000,1000.0,4.132,11.0,10.0,10.0,11000.0
550,5b08f027c2586968afffb44f,1,1000,1000.0,4.136,11.0,17.0,36.0,11000.0
551,56cc2ea09879a4136344cf49,1,1000,1000.0,4.137,8.0,7.0,14.0,8000.0
552,590eda48f3d19c203c2648e4,1,1000,1000.0,4.141,11.0,84.0,87.0,11000.0
553,5a3ccf7f028bbd773f938596,1,1000,1000.0,4.142,8.0,51.0,85.0,8000.0
554,5a0d2c3e68788b4400878642,1,1000,1000.0,4.143,9.0,57.0,85.0,9000.0
555,5b420ce3d9b2a4418b74ae31,1,1000,1000.0,4.146,18.0,16.0,12.0,18000.0
556,5b7ecbfa7956ef54b750df16,1,1000,1000.0,4.147,22.0,169.0,87.0,22000.0
557,5e6910549145adc9f7972fac,1,1000,1000.0,4.149,13.0,33.0,61.0,13000.0
558,5a54add17dee4a20b31ef567,1,1000,1000.0,4.149,11.0,76.0,86.0,11000.0
559,5853765779b45e0b58ad30f4,1,1000,1000.0,4.153,7.0,9.0,23.0,7000.0
560,586fbd8b8c30e82bdcce557d,1,1000,1000.0,4.155,6.0,6.0,0.0,6000.0
561,5acecb61417cee2b9d27f88a,1,1000,1000.0,4.158,5.0,5.0,0.0,5000.0
562,53df1a1046188e7ac043c6da,1,1000,1000.0,4.16,19.0,26.0,27.0,19000.0
563,582bd2fde18c0f0a402ba101,1,1000,1000.0,4.16,15.0,101.0,86.0,15000.0
